code,name,category,price,entry_date,expiry_date,stock,unit,shelf
BEB009,Agua Mineral SAN MATEO sin Gas Botella,Bebidas,3.00,2024-10-12,2025-01-25,14,l,0
BEB010,Gaseosa COCA COLA Sabor Original Botella 3L Two Pack,Bebidas,19.90,2024-10-12,2025-01-15,16,un,0
BEB011,Gaseosa COCA COLA Sin Azúcar 2Pack Botella,Bebidas,11.90,2024-10-12,2025-02-20,18,l,0
BEB012,Gaseosa COCA COLA + INCA KOLA 2Pack Botella,Bebidas,19.90,2024-10-12,2025-02-15,15,l,0
BEB013,Agua de Mesa SAN LUIS Sin Gas Bidón,Bebidas,7.50,2024-10-12,2025-03-10,11,l,0
BEB014,Agua SAN LUIS sin Gas Caja,Bebidas,24.50,2024-10-12,2025-04-05,16,l,0
BEB015,Agua Mineral SAN MATEO sin Gas Botella 600ml Paquete,Bebidas,9.00,2024-10-12,2025-04-30,13,un,0
BEB016,Agua sin Gas CIELO Caja,Bebidas,23.90,2024-10-12,2025-05-10,19,l,0
BEB017,Néctar FRUGOS DEL VALLE Sabor a Durazno Caja 235ml Six Pack,Bebidas,7.90,2024-10-12,2025-03-15,12,un,0
BEB018,Agua sin Gas CIELO Bidón,Bebidas,6.80,2024-10-12,2025-05-05,18,l,0
BEB019,Agua con Gas SAN LUIS Sabor a Manzana Botella 625ml Paquete,Bebidas,11.00,2024-10-12,2025-04-20,14,un,0
BEB020,Gaseosa COCA COLA Sabor Original Botella 1L Two Pack,Bebidas,8.30,2024-10-12,2025-04-30,15,un,0
CAR001,Pollo Entero Fresco con Menudencia,"Carnes, Aves y Pescados",8.70,2024-10-12,2024-10-25,12,un,0
CAR002,Carne Molida de Res Empacada al vacío EL BUEN CORTE,"Carnes, Aves y Pescados",23.80,2024-10-12,2024-10-28,15,un,0
CAR003,Filete de Pechuga Importado SADIA Bolsa,"Carnes, Aves y Pescados",16.90,2024-10-12,2024-10-27,14,kg,0
CAR004,Filete de Tilapia BELL'S Bolsa,"Carnes, Aves y Pescados",20.50,2024-10-12,2024-10-26,13,kg,0
CAR005,Pechuga Especial de Pollo Empacada al vacío SAN FERNANDO,"Carnes, Aves y Pescados",15.90,2024-10-12,2024-10-29,17,un,0
CAR006,Bisteck de Res EL BUEN CORTE,"Carnes, Aves y Pescados",38.90,2024-10-12,2024-11-01,18,un,0
CAR007,Guiso Tierno de Res EL BUEN CORTE,"Carnes, Aves y Pescados",30.90,2024-10-12,2025-01-15,14,un,0
CAR008,Carne Molida Light de Res Empacada al vacío EL BUEN CORTE,"Carnes, Aves y Pescados",31.90,2024-10-12,2025-02-10,13,un,0
CAR009,Pierna con Encuentro de Pollo Empacada al vacío SAN FERNANDO,"Carnes, Aves y Pescados",13.50,2024-10-12,2025-03-05,11,un,0
CAR010,Filete Pechuga Corte Mariposa Empacada al vacío SAN FERNANDO,"Carnes, Aves y Pescados",25.40,2024-10-12,2025-03-10,15,un,0
CAR011,Hígado de pollo Empacada al vacío SAN FERNANDO,"Carnes, Aves y Pescados",8.90,2024-10-12,2025-04-01,19,un,0
CAR012,Muslo de Pollo Empacada al vacío SAN FERNANDO,"Carnes, Aves y Pescados",16.49,2024-10-12,2025-04-05,17,un,0
CAR013,Pechuga Entera de Pollo Empacada al vacío SAN FERNANDO,"Carnes, Aves y Pescados",14.90,2024-10-12,2025-04-20,16,un,0
CAR014,Chuleta Punta de Lomo de Cerdo EL BUEN CORTE,"Carnes, Aves y Pescados",14.90,2024-10-12,2025-05-01,14,un,0
CAR015,Filete de Trucha BELL'S Congelado con Piel Bolsa,"Carnes, Aves y Pescados",28.90,2024-10-12,2025-06-10,18,g,0
CAR016,Hígado de Res Importado,"Carnes, Aves y Pescados",13.90,2024-10-12,2025-07-05,12,un,0
CON001,Pan Ciabatta Refrigerado Bolsa,Congelados,3.90,2024-10-12,2024-10-22,12,un,0
CON002,Nuggets de Pechuga de Pollo REDONDOS Caja,Congelados,13.50,2024-10-12,2024-10-25,16,un,0
CON003,Pan Francés Precocido Congelado BELL'S Bolsa,Congelados,2.90,2024-10-12,2024-10-27,14,un,0
CON004,Nuggets de Pollo San Fernando Paquete,Congelados,4.40,2024-10-12,2024-10-28,18,un,0
CON005,Nuggets Pechuga de Pollo San Fernando Caja,Congelados,14.20,2024-10-12,2024-11-01,17,un,0
CON006,Nuggets de Pollo Precocido AVINKA Bolsa,Congelados,10.50,2024-10-12,2024-10-29,12,un,0
CON007,Pan Francés Refrigerado Bolsa,Congelados,3.90,2024-10-12,2024-11-01,11,un,0
CON008,Dedos de Pollo AVINKA 270g Bolsa 12un x,Congelados,10.90,2024-10-12,2025-03-15,19,g,0
CON009,Nuggets de Pollo con Quinua AVINKA Bolsa,Congelados,9.49,2024-10-12,2025-04-01,14,un,0
CON010,Nuggets de Pollo con Brócoli AVINKA Bolsa,Congelados,9.50,2024-10-12,2025-03-25,18,un,0
CON011,Chicharrón de Pollo AVINKA Bolsa,Congelados,15.50,2024-10-12,2025-04-15,13,g,0
CON012,Hamburguesa de Carne La Casera SAN FERNANDO Bolsa,Congelados,12.90,2024-10-12,2025-04-05,20,g,0
CON013,Hamburguesa de Carne La Super SAN FERNANDO Bolsa,Congelados,12.70,2024-10-12,2025-03-10,17,g,0
CON014,Pan Ciabatta Precocido Congelado BELL'S Bolsa,Congelados,2.90,2024-10-12,2024-10-28,16,un,0
CON015,Tiras de Pechuga de Pollo Empanizados REDONDOS Bolsa,Congelados,12.90,2024-10-12,2025-04-20,14,g,0
CON016,Hamburguesa OTTO KUNZ Premium de Res Bolsa,Congelados,22.02,2024-10-12,2025-05-10,12,un,0
CON017,Hamburguesa de pollo REDONDOS Bolsa,Congelados,10.90,2024-10-12,2024-10-30,15,un,0
CON018,Pop Corn Chicken AVINKA Bolsa,Congelados,12.70,2024-10-12,2025-04-01,14,g,0
CON019,Milanesa de Pollo AVINKA Bolsa,Congelados,25.70,2024-10-12,2025-03-05,11,un,0
CON020,Hamburguesa La Casera de Pollo SAN FERNANDO Bolsa,Congelados,12.69,2024-10-12,2025-04-25,12,g,0
BBE001,Toallitas Húmedas HUGGIES Limpieza Efectiva Paquete,Cuidado del Bebé,22.90,2024-10-12,2024-10-25,14,un,0
BBE002,Toallitas Húmedas BABYSEC Paquete,Cuidado del Bebé,13.90,2024-10-12,2024-10-28,16,un,0
BBE003,Toallitas Humedas HUGGIES One & Done 3 Paquetes de,Cuidado del Bebé,34.90,2024-10-12,2024-10-27,12,un,0
BBE004,Toallitas Húmedas Premium BALANZÉ Doypack,Cuidado del Bebé,11.90,2024-10-12,2024-10-29,18,un,0
BBE005,Toallitas Húmedas BALANZÉ BABY Clásica Paquete,Cuidado del Bebé,4.90,2024-10-12,2024-10-30,15,un,0
BBE006,Pañal BABYSEC Super Premium Talla XXG Paquete,Cuidado del Bebé,55.90,2024-10-12,2024-11-01,19,un,0
BBE007,Fórmula Láctea NAN 3 Crecimiento Lata 390g Paquete,Cuidado del Bebé,40.40,2024-10-12,2025-03-05,18,un,0
BBE008,Toallitas Húmedas BABYSEC Super Premium Paquete,Cuidado del Bebé,29.90,2024-10-12,2025-04-01,15,un,0
BBE009,Toallitas Húmedas BALANZE Baby Clásica Paquete,Cuidado del Bebé,2.90,2024-10-12,2025-04-10,16,un,0
BBE010,Toallitas Húmedas para Bebé HUGGIES One & Done Paquete,Cuidado del Bebé,29.90,2024-10-12,2025-03-25,17,un,0
BBE011,Pañal HUGGIES Dermacare Talla M Paquete,Cuidado del Bebé,52.90,2024-10-12,2025-04-15,11,un,0
BBE012,Toallitas Húmedas BABYSEC Premium Paquete,Cuidado del Bebé,23.00,2024-10-12,2025-03-30,17,un,0
BBE013,Pañales para Bebé HUGGIES Active Sec XXXG Paquete,Cuidado del Bebé,58.90,2024-10-12,2025-05-05,18,un,0
BBE014,Fórmula Láctea NAN 2 Bebés Lata 390g Paquete,Cuidado del Bebé,47.20,2024-10-12,2025-06-10,19,un,0
BBE015,Fórmula Infantil SIMILAC 3 HMO Caja,Cuidado del Bebé,194.30,2024-10-12,2025-06-25,15,g,0
BBE016,Pañales para Bebé HUGGIES Natural Care XXXG Paquete,Cuidado del Bebé,61.90,2024-10-12,2025-06-30,18,un,0
BBE017,Toallitas Húmedas para Bebé HUGGIES Manitos y Caritas Bolsa,Cuidado del Bebé,7.50,2024-10-12,2025-07-05,14,un,0
BBE018,Pañales para Bebé HUGGIES Natural Care Talla XXG Paquete,Cuidado del Bebé,61.90,2024-10-12,2025-07-10,19,un,0
BBE019,Fórmula Infantil SIMILAC Total Comfort Caja,Cuidado del Bebé,275.50,2024-10-12,2025-07-20,12,kg,0
BBE020,Toallitas Húmedas para Bebé PEQUEÑÍN Aloe Natural Paquete,Cuidado del Bebé,21.90,2024-10-12,2025-07-25,18,un,0
CUP001,Jabón de Tocador DOVE Original 90g Paquete,Cuidado Personal,11.90,2024-10-12,2024-10-25,12,un,0
CUP002,Toallas Higiénicas NOSOTRAS Buenas Noches Nocturna Natural Paquete,Cuidado Personal,15.90,2024-10-12,2024-10-28,14,un,0
CUP003,Pasta Dental AQUAFRESH Triple Protección - Paquete 3 un x Tubo,Cuidado Personal,15.10,2024-10-12,2024-10-27,16,ml,0
CUP004,Jabón de Tocador DOVE Leche de Coco Barra 90g Paquete,Cuidado Personal,11.90,2024-10-12,2024-10-26,11,un,0
CUP005,Protectores Diarios NOSOTRAS Normal Caja,Cuidado Personal,18.50,2024-10-12,2024-10-29,18,un,0
CUP006,Shampoo HEAD & SHOULDERS 2 En 1 Suave Y Manejable Control Caspa Frasco,Cuidado Personal,39.90,2024-10-12,2024-10-30,20,ml,0
CUP007,Shampoo HEAD & SHOULDERS Protección Caída con Cafeína Control Caspa Frasco,Cuidado Personal,39.90,2024-10-12,2025-03-15,17,ml,0
CUP008,Shampoo HEAD & SHOULDERS Limpieza Renovadora Control Caspa Frasco,Cuidado Personal,39.90,2024-10-12,2025-03-25,19,ml,0
CUP009,Jabón DOVE Karité y Vainilla Barra 90g Paquete,Cuidado Personal,11.90,2024-10-12,2025-04-01,16,un,0
CUP010,Pasta Dental DENTO Herbal Tubo 90g Paquete,Cuidado Personal,12.00,2024-10-12,2025-04-10,15,un,0
CUP011,Jabón de Tocador JOHNSONS Almendra y Avena Barra 110g Paquete,Cuidado Personal,9.90,2024-10-12,2025-04-15,14,un,0
CUP012,Shampoo SEDAL Ceramidas Frasco 340ml + Acondicionador Frasco,Cuidado Personal,10.90,2024-10-12,2025-05-01,18,ml,0
CUP013,Toallas Higiénicas NOSOTRAS Alas Tela Gel Paquete,Cuidado Personal,11.50,2024-10-12,2025-05-05,20,un,0
CUP014,Jabón Líquido Antibacterial BACTERION Coco y Vainilla Doypack,Cuidado Personal,14.60,2024-10-12,2025-05-15,17,l,0
CUP015,Toalla Higiénica LADYSOFT Normal Paquete,Cuidado Personal,14.90,2024-10-12,2025-05-20,19,un,0
FRU001,Tomate Italiano,Frutas y Verduras,3.99,2024-10-12,2024-10-26,14,un,0
FRU002,Plátano de Seda,Frutas y Verduras,2.59,2024-10-12,2024-10-27,12,un,0
FRU003,Palta Fuerte,Frutas y Verduras,9.90,2024-10-12,2024-10-28,15,un,0
FRU004,Papaya,Frutas y Verduras,3.20,2024-10-12,2024-10-25,13,un,0
FRU005,Limón Ácido,Frutas y Verduras,3.59,2024-10-12,2024-10-29,19,un,0
FRU006,Zanahoria,Frutas y Verduras,2.59,2024-10-12,2024-10-30,18,un,0
FRU007,Papa Blanca Yungay,Frutas y Verduras,3.49,2024-10-12,2024-11-01,16,un,0
FRU008,Papa Amarilla Tumbay,Frutas y Verduras,6.99,2024-10-12,2025-01-15,11,un,0
FRU009,Zapallo Macre,Frutas y Verduras,2.39,2024-10-12,2025-02-01,10,un,0
FRU010,Manzana Delicia,Frutas y Verduras,5.80,2024-10-12,2025-03-10,15,un,0
FRU011,Naranja para Jugo,Frutas y Verduras,1.99,2024-10-12,2025-03-20,17,un,0
FRU012,Vainita Americana,Frutas y Verduras,5.79,2024-10-12,2025-04-05,14,un,0
FRU013,Lechuga Americana BELL's Bolsa,Frutas y Verduras,1.69,2024-10-12,2025-05-01,15,g,0
FRU014,Camote Amarillo Procesado,Frutas y Verduras,3.19,2024-10-12,2025-05-15,13,un,0
FRU015,Papa Blanca,Frutas y Verduras,3.29,2024-10-12,2025-05-20,11,un,0
FRU016,Espinaca BELL'S Bolsa,Frutas y Verduras,4.19,2024-10-12,2025-06-10,12,g,0
FRU017,Pimiento Morrón,Frutas y Verduras,5.59,2024-10-12,2025-06-25,18,un,0
JUG001,Autos HOT WHEELS Pullback 13cm 72190 (Modelos Aleatorios),Juguetería,8.90,2024-10-12,2024-10-26,12,un,0
JUG002,Auto Básico Hot Wheels Surtido Sorpresa,Juguetería,9.90,2024-10-12,2024-10-28,11,un,0
JUG003,Vehículo de Juguete HOT WHEELS Die Cast Basics Auto Básico,Juguetería,9.90,2024-10-12,2024-10-27,14,un,0
JUG004,Micrófono Musical CHENGJUN TOYS 5830,Juguetería,14.90,2024-10-12,2024-10-29,13,un,0
JUG005,Juego De Mesa Mattel Games Uno No Mercy Hwv18,Juguetería,26.95,2024-10-12,2024-10-30,18,un,0
JUG006,Role Play BARBIE Electrodomestico Cafetera,Juguetería,9.90,2024-10-12,2024-11-01,15,un,0
JUG007,Role Play BARBIE Electrodomestic Licuadora,Juguetería,9.90,2024-10-12,2024-10-25,14,un,0
JUG008,Role Play BARBIE Batidor,Juguetería,9.90,2024-10-12,2025-03-05,19,un,0
JUG009,Role Play BARBIE Tostador,Juguetería,9.90,2024-10-12,2025-03-10,17,un,0
JUG010,Set de Juego de Cocina BEI DI YUAN TOYS 29 Piezas,Juguetería,49.90,2024-10-12,2025-03-20,15,un,0
JUG011,Camión Sorpresa para Pista HOT WHEELS (Modelos Aleatorios),Juguetería,34.90,2024-10-12,2025-03-25,14,un,0
JUG012,Set De Swat Armable HUANGER 371 Pcs,Juguetería,14.90,2024-10-12,2025-04-01,18,un,0
JUG013,Peluche KISSES PKST-1010 80cm,Juguetería,19.90,2024-10-12,2025-04-10,12,un,0
JUG014,Vehículo de Juguete HOT WHEELS Pullback 13Cm 6 Pack,Juguetería,39.90,2024-10-12,2025-04-15,16,un,0
JUG015,Juego de Mesa CashFlow 101 - Robert T. Kiyosaki,Juguetería,43.90,2024-10-12,2025-04-20,18,un,0
JUG016,Carrito de Supermercado MKB 922-10A Verde,Juguetería,39.90,2024-10-12,2025-04-25,17,un,0
JUG017,Nave Espacial Básico Armable HUANGER 500 Pcs,Juguetería,29.90,2024-10-12,2025-05-05,16,un,0
JUG018,Animalitos Pop-Up HUANGER He8075,Juguetería,19.90,2024-10-12,2025-05-10,15,un,0
JUG019,Pista De Carreras JIN HONG XIN TOYS 4 Pcs 5599-98A,Juguetería,24.90,2024-10-12,2025-05-15,13,un,0
JUG020,Set De Bombero Armable HUANGER 493 Pcs,Juguetería,14.90,2024-10-12,2025-05-20,12,un,0
LAH001,Leche Reconstituida Entera GLORIA Lata 390g Paquete,Lácteos y Huevos,23.30,2024-10-12,2024-10-26,15,un,0
LAH002,Huevos Pardos BELL'S Bandeja,Lácteos y Huevos,20.90,2024-10-12,2024-10-27,18,un,0
LAH003,Leche GLORIA Zero Lacto Lata 390g Paquete,Lácteos y Huevos,24.80,2024-10-12,2024-10-29,16,un,0
LAH004,Mantequilla GLORIA Pote,Lácteos y Huevos,16.50,2024-10-12,2024-10-28,19,g,0
LAH005,Huevos Pardos LA CALERA Paquete,Lácteos y Huevos,16.90,2024-10-12,2024-10-25,13,un,0
LAH006,Leche UHT sin Lactosa GLORIA Zero Caja 1L Paquete,Lácteos y Huevos,14.90,2024-10-12,2024-10-30,17,un,0
LAH007,Leche Light GLORIA Lata 390g Paquete,Lácteos y Huevos,24.80,2024-10-12,2024-11-01,14,un,0
LAH008,Yogurt Parcialmente Descremado GLORIA Sabor a Fresa Galonera,Lácteos y Huevos,9.20,2024-10-12,2025-03-05,16,kg,0
LAH009,Mezcla Láctea IDEAL Cremosita Lata 390g Paquete,Lácteos y Huevos,20.90,2024-10-12,2025-03-10,12,un,0
LAH010,Mantequilla con Sal LAIVE Barra,Lácteos y Huevos,9.90,2024-10-12,2025-03-15,18,g,0
LAH011,Huevos de Gallina BELL'S Pardos Bandeja,Lácteos y Huevos,10.99,2024-10-12,2025-03-20,14,un,0
LAH012,Leche UHT GLORIA Entera Pack 3un x,Lácteos y Huevos,14.50,2024-10-12,2025-03-25,11,l,0
LAH013,Leche Reconstituida Entera GLORIA Lata 390g Paquete,Lácteos y Huevos,45.50,2024-10-12,2025-04-01,19,un,0
LAH014,Leche GLORIA Niños Lata 390g Paquete,Lácteos y Huevos,24.80,2024-10-12,2025-04-10,15,un,0
LAH015,Leche sin Lactosa LAIVE Botella 390g Paquete,Lácteos y Huevos,23.29,2024-10-12,2025-04-20,16,un,0
LAH016,Mantequilla con Sal GLORIA Paquete,Lácteos y Huevos,11.90,2024-10-12,2025-04-25,12,g,0
LAH017,Leche sin Lactosa LAIVE UHT Caja 946ml Paquete,Lácteos y Huevos,20.90,2024-10-12,2025-05-01,19,un,0
LAH018,Yogurt Parcialmente Descremado GLORIA Sabor a Vainilla Galonera,Lácteos y Huevos,9.20,2024-10-12,2025-05-10,15,kg,0
LAH019,Mezcla Láctea BONLÉ Familiar 6 Pack Caja,Lácteos y Huevos,19.90,2024-10-12,2025-05-15,13,g,0
LAH020,Mezcla Láctea LAIVE Sin Lactosa Caja 480g Paquete,Lácteos y Huevos,22.49,2024-10-12,2025-05-20,11,un,0
LIB001,Colores FABER-CASTELL SuperSoft Blíster,Librería,36.90,2024-10-12,2024-10-26,16,un,0
LIB002,Plumones FABER CASTELL Fiesta 45 Estuche,Librería,56.50,2024-10-12,2024-10-27,14,un,0
LIB003,Tijera para Oficina VINIFAN 17 cm,Librería,4.70,2024-10-12,2024-10-28,12,un,0
LIB004,Pegamento VINIFAN Silicona líquida,Librería,4.30,2024-10-12,2024-10-29,13,ml,0
LIB005,Lápices Bicolor VINIFAN Bicolor Caja,Librería,6.90,2024-10-12,2024-10-30,17,un,0
LIB006,Plumones FABER-CASTELL Fiesta Caja,Librería,79.90,2024-10-12,2024-11-01,19,un,0
LIB007,Grapas RAPID Caja,Librería,4.40,2024-10-12,2025-03-05,18,un,0
LIB008,Libro Infantil DISTRIBUIDORA GRÁFICA Pinta y Diviertete con La Sirenita,Librería,4.90,2024-10-12,2025-03-10,15,un,0
LIB009,Libro Infantil DISTRIBUIDORA GRÁFICA Pinta y Diviertete con Mickey,Librería,4.90,2024-10-12,2025-03-15,13,un,0
LIB010,Libro Infantil DISTRIBUIDORA GRÁFICA Pinta y Diviertete con Minnie,Librería,4.90,2024-10-12,2025-03-20,14,un,0
LIB011,Libro Infantil DISTRIBUIDORA GRÁFICA Pinta y Diviertete con Frozen,Librería,4.90,2024-10-12,2025-03-25,18,un,0
LIB012,Libro Infantil DISTRIBUIDORA GRÁFICA Pinta y Diviertete con Princesas,Librería,4.90,2024-10-12,2025-04-01,12,un,0
LIB013,Libro Infantil DISTRIBUIDORA GRÁFICA Pinta y Diviertete con Encanto,Librería,4.90,2024-10-12,2025-04-05,16,un,0
LIB014,Libro DGNOTTAS Escalera de Colores (Modelos Aleatorios),Librería,16.90,2024-10-12,2025-04-10,15,un,0
LIB015,Libro DGNOTTAS ¿Quién está ahí? (Modelos Aleatorios),Librería,13.90,2024-10-12,2025-04-20,17,un,0
LIB016,Aqua Art MAPED Barbie,Librería,95.90,2024-10-12,2025-04-25,13,un,0
LIB017,Scrapbook MAPED Barbie,Librería,105.90,2024-10-12,2025-05-01,18,un,0
LIB018,Libro DGNOTTAS Peque-Puzzle (Modelos Aleatorios),Librería,16.90,2024-10-12,2025-05-10,14,un,0
LIB019,Cuaderno Anillado CLASS&WORK Tapa Dura Cuadriculado 160 Hojas 5 Divisones,Librería,10.90,2024-10-12,2025-05-15,15,un,0
LIB020,Cuaderno Anillado SURCO Cuadriculado 160 Hojas 5 Divisones,Librería,7.70,2024-10-12,2025-05-20,19,un,0
LIB021,Cuaderno Anillado MINERVA Cuadriculado 160 Hojas 5 Divisones,Librería,33.50,2024-10-12,2025-05-25,17,un,0
LIB022,Bloques Armables Loz Street Mini - LIBRERIA,Librería,50.00,2024-10-12,2025-06-01,18,un,0
LIB023,Altavoces de Librería Sony Ss Cs5 de 3 Vías Negro Par,Librería,1689.00,2024-10-12,2025-06-10,12,un,0
LIM001,Bio Bolsa PLAZAVEA Mediana,Limpieza,0.20,2024-10-12,2024-10-25,16,un,0
LIM002,Papel Higiénico SUAVE Resistemax Doble Hoja Paquete,Limpieza,21.90,2024-10-12,2024-10-27,14,un,0
LIM003,Jabón BOLIVAR Cuidado Total Bolsa,Limpieza,5.70,2024-10-12,2024-10-28,18,g,0
LIM004,Papel Toalla PARACAS Premium Rollazo Paquete,Limpieza,9.90,2024-10-12,2024-10-30,19,un,0
LIM005,Lejía SAPOLIO Galonera,Limpieza,10.50,2024-10-12,2024-10-29,17,l,0
LIM006,Papel Toalla BOREAL Megarollo Paquete,Limpieza,14.90,2024-10-12,2024-11-01,13,un,0
LIM007,Papel Toalla BOREAL Megarollo Paquete,Limpieza,5.50,2024-10-12,2025-03-05,19,un,0
LIM008,Detergente en Polvo OPAL Ultra Bolsa,Limpieza,25.90,2024-10-12,2025-03-10,14,kg,0
LIM009,Suavizante SUAVITEL Fresca Primavera,Limpieza,18.60,2024-10-12,2025-03-15,16,l,0
LIM010,Lavavajillas SAPOLIO Limón Pote,Limpieza,6.00,2024-10-12,2025-03-20,15,g,0
LIM011,Lavavajillas SAPOLIO Manzana Pote,Limpieza,6.00,2024-10-12,2025-03-25,12,g,0
LIM012,Suavizante BOLIVAR Floral Frasco,Limpieza,23.90,2024-10-12,2025-04-01,18,l,0
LIM013,Detergente en Polvo MARSELLA Lavanda y Rosas Bolsa,Limpieza,38.90,2024-10-12,2025-04-10,15,kg,0
LIM014,Papel Higiénico ELITE Clásico Doble Hoja Paquete,Limpieza,26.90,2024-10-12,2025-04-15,17,un,0
LIM015,Papel Higiénico HIGIENOL Mega Rollo Doble Hoja Paquete,Limpieza,44.50,2024-10-12,2025-04-20,19,un,0
LIM016,Papel Higiénico SUAVE Cuidado Completo Doble Hoja Paquete,Limpieza,37.50,2024-10-12,2025-04-25,12,un,0
LIM017,Papel Toalla NOVA Clásico Mega Rollo Paquete,Limpieza,7.20,2024-10-12,2025-05-01,19,un,0
LIM018,Servilletas de Papel ELITE Dobladas en 4 Paquete,Limpieza,4.50,2024-10-12,2025-05-10,14,un,0
LIM019,Lejía CLOROX Tradicional Botella,Limpieza,9.90,2024-10-12,2025-05-15,13,kg,0
LIM020,Detergente en Polvo BOLIVAR Cuidado Total Floral Bolsa,Limpieza,32.70,2024-10-12,2025-05-20,15,kg,0
MAS001,Arena para Gatos BELLS Bolsa,Mascotas,29.90,2024-10-12,2024-10-26,18,kg,0
MAS002,Arena para Gatos BELLS Bolsa,Mascotas,16.90,2024-10-12,2024-10-27,16,kg,0
MAS003,Comida para Perros BELL'S Adultos Bolsa,Mascotas,99.90,2024-10-12,2024-10-28,19,kg,0
MAS004,Comida para Perros RICOCAN Adultos Razas Medianas y Grandes Cordero y Cereales Bolsa,Mascotas,109.00,2024-10-12,2024-10-29,15,kg,0
MAS005,Arena para Gatos KLINKAT 100% Natural Bolsa,Mascotas,24.90,2024-10-12,2024-10-30,14,kg,0
MAS006,Comida para Gatos CAT CHOW Adulto Esterilizados con pescado Bolsa,Mascotas,103.90,2024-10-12,2024-11-01,12,kg,0
MAS007,Comida para Perros RICOCAN Adultos Razas Pequeñas Cordero y Cereales Bolsa,Mascotas,109.00,2024-10-12,2025-03-05,16,kg,0
MAS008,Arena para Gatos COOL CAT Bolsa,Mascotas,21.90,2024-10-12,2025-03-10,15,kg,0
MAS009,"Comida para Gatos RICOCAT Adultos Pollo, Sardina y Salmón Bolsa",Mascotas,81.90,2024-10-12,2025-03-15,13,kg,0
MAS010,Arena para Gatos KLINKAT 100% Natural Bolsa,Mascotas,54.90,2024-10-12,2025-03-20,17,kg,0
MAS011,Comida para perros RICOCAN Adultos todas las razas multisabores Bolsa,Mascotas,109.00,2024-10-12,2025-04-01,18,kg,0
MAS012,"Comida para Perros MIMASKOT Carne, Cereal y Vegetales Bolsa",Mascotas,139.90,2024-10-12,2025-04-10,19,kg,0
